0,9d99e0c01bea-Hudep2_ATAC,208b261f9712-Hudep2_D3_merged_CTCF.all,c901e1d003c0-Hudep2_BCL11A,f5c02463d20c-Hudep2_D0_GATA1.all,73b80df8d18d-HUDEP2_LRF_CHIP,f60a6201d4a2-Hudep2_D3_merged_GATA1.all,e4c0e83f0766-Hudep2_D3_merged_KLF1.all,2f18922967dc-Hudep2_D3_merged_LDB1.all,d29509edf3ff-Hudep2_D3_merged_TAL1.all
chr2:58958748-58958749,264.96299999999997,3.8946300000000003,4.03099,22.4421,11.7872,9.57231,8.7376,5.3657,3.1157
chr2:58958766-58958767,276.86400000000003,3.83264,3.70868,23.1736,12.1095,9.659089999999999,8.3905,5.47727,3.21488
chr2:58958788-58958789,281.591,3.6962800000000002,3.43595,23.4917,12.4731,9.70455,8.026860000000001,5.61364,3.30579
chr2:58985336-58985337,382.94800000000004,11.5992,21.8244,21.0455,24.8595,59.8781,15.5971,22.1033,27.8223
chr2:58989473-58989474,179.50799999999998,50.0806,2.60124,5.6281,13.9029,2.7128099999999997,12.7004,5.42975,5.92355
chr2:58989474-58989475,180.05599999999998,50.2355,2.61157,5.6405,13.8988,2.7376,12.7045,5.4566099999999995,5.925619999999999
chr2:58989475-58989476,180.60299999999998,50.3905,2.6219,5.65289,13.8946,2.7624,12.7087,5.48347,5.92769
chr2:58989567-58989568,177.75799999999998,55.4256,4.30579,6.590910000000001,14.1302,4.4566099999999995,11.1467,8.21694,5.61983
chr2:58989576-58989577,170.618,54.5702,4.39876,6.553719999999999,14.186,4.4566099999999995,10.8306,8.328510000000001,5.56405
chr2:58989579-58989580,168.238,54.2851,4.42975,6.54132,14.2045,4.4566099999999995,10.7252,8.3657,5.54545
chr2:59119304-59119305,29.3843,4.09091,3.41529,3.4214900000000004,6.78512,3.3698300000000003,1.9214900000000001,3.2851199999999996,3.2252099999999997
chr2:59119305-59119306,29.5455,4.07851,3.4194199999999997,3.4462800000000002,6.7892600000000005,3.3843,1.91736,3.2603299999999997,3.22934
chr2:59119309-59119310,30.1901,4.02893,3.43595,3.54545,6.805789999999999,3.44215,1.90083,3.1611599999999997,3.24587
chr2:59119310-59119311,30.3512,4.01653,3.4400800000000005,3.57025,6.80992,3.45661,1.8966900000000002,3.13636,3.25
chr2:59119311-59119312,30.436,4.00826,3.44421,3.58471,6.80785,3.45868,1.8966900000000002,3.11983,3.25
chr2:59128039-59128040,7.152889999999999,2.20661,1.95661,2.48347,5.32025,2.42975,4.9938,5.57025,0.880165
chr2:59128041-59128042,7.16529,2.20661,1.9607400000000001,2.4628099999999997,5.29545,2.44628,4.91942,5.5206599999999995,0.867769
chr2:59128074-59128075,7.16736,2.17769,2.02893,2.15083,5.00207,2.60331,3.83678,4.760330000000001,0.75
chr2:59128075-59128076,7.159089999999999,2.17562,2.03099,2.14256,4.99793,2.60331,3.8099199999999995,4.739669999999999,0.75
chr2:59252460-59252461,82.6901,70.0041,1.55992,5.11983,12.0806,2.5,6.157019999999999,7.196280000000001,3.46694
chr2:59252462-59252463,83.5124,70.1529,1.55165,5.10331,12.1426,2.49587,6.19008,7.154960000000001,3.4876
chr2:59261405-59261406,33.2562,3.65496,2.83471,9.979339999999999,6.56198,29.1116,9.57231,13.9814,11.6343
chr2:59261407-59261408,33.8347,3.7252099999999997,2.90909,10.0331,6.53306,29.2603,9.584710000000001,14.0971,11.7996
chr2:59261409-59261410,34.4132,3.79545,2.98347,10.0868,6.50413,29.4091,9.59711,14.2128,11.9649
chr2:59262119-59262120,262.647,7.39876,31.7004,12.2872,15.2025,22.2913,17.1426,14.5041,10.0558
chr2:59262121-59262122,264.134,7.473139999999999,31.7789,12.2955,15.2355,22.3574,17.2459,14.562000000000001,10.0682
chr2:59262181-59262182,285.116,9.70455,31.0971,12.0227,16.314,22.9091,20.2149,15.3864,9.91942
chr2:59262182-59262183,285.02099999999996,9.7314,31.0413,12.0103,16.3306,22.8926,20.25,15.3822,9.90702
chr2:59262183-59262184,284.926,9.75826,30.9855,11.9979,16.3471,22.875999999999998,20.2851,15.3781,9.894630000000001
chr2:59262200-59262201,276.605,10.1694,29.1281,11.6508,16.5826,22.4814,20.7459,15.1033,9.79752
chr2:59311575-59311576,328.531,7.675619999999999,1.41116,52.2087,27.1963,49.2045,38.7293,17.75,23.4711
chr2:59311583-59311584,347.42400000000004,7.659089999999999,1.42769,53.2004,27.5103,51.0888,39.5723,18.0145,23.9669
chr2:59311584-59311585,349.785,7.657019999999999,1.42975,53.3244,27.5496,51.3244,39.6777,18.0475,24.0289
chr2:59311639-59311640,521.207,7.13017,2.91942,61.81399999999999,29.5227,65.8554,45.8781,21.8554,28.1653
chr2:59311654-59311655,568.779,6.7892600000000005,3.6322300000000003,64.1694,29.8326,69.7603,47.4897,23.6219,29.156999999999996
chr2:59311655-59311656,571.95,6.76653,3.67975,64.3264,29.8533,70.0207,47.5971,23.7397,29.2231
chr2:59311661-59311662,589.533,6.63223,3.95455,65.2045,29.9587,71.4566,48.1901,24.4194,29.5826
chr2:59311684-59311685,629.2130000000001,6.157019999999999,4.80992,67.343,30.0062,74.5455,49.4731,26.5103,30.2479
chr2:59311685-59311686,630.938,6.13636,4.84711,67.436,30.0083,74.6798,49.5289,26.6012,30.2769
chr2:59311691-59311692,639.607,6.0,5.0826400000000005,67.936,29.9835,75.4442,49.8512,27.1798,30.4545
chr2:59311693-59311694,641.376,5.946280000000001,5.16942,68.064,29.9504,75.6715,49.9504,27.3946,30.5165
chr2:59311695-59311696,643.145,5.89256,5.2562,68.1921,29.9174,75.8988,50.0496,27.6095,30.5785
chr2:59324276-59324277,24.124000000000002,4.6157,0.613636,4.19215,10.437999999999999,9.526860000000001,5.04959,5.7293400000000005,7.08264
chr2:59324277-59324278,24.1467,4.59504,0.61157,4.20248,10.4256,9.52479,5.0826400000000005,5.73554,7.088839999999999
chr2:59324279-59324280,24.1921,4.553719999999999,0.607438,4.22314,10.4008,9.520660000000001,5.14876,5.74793,7.10124
chr2:59324280-59324281,24.2149,4.53306,0.605372,4.23347,10.3884,9.5186,5.18182,5.75413,7.1074399999999995
chr2:59324281-59324282,24.2376,4.5124,0.603306,4.2438,10.376,9.51653,5.21488,5.760330000000001,7.113639999999999
chr2:59324283-59324284,24.2831,4.47107,0.599174,4.26446,10.3512,9.5124,5.28099,5.77273,7.12603
chr2:59324307-59324308,24.0847,4.04959,0.698347,4.69835,9.86777,9.276860000000001,6.14876,6.07025,7.31198
chr2:59324308-59324309,24.0661,4.03306,0.704545,4.71901,9.84504,9.26446,6.18595,6.08471,7.32025
chr2:59404045-59404046,98.655,41.9669,3.1343,0.8533059999999999,10.6921,3.2438,3.09091,7.54752,3.97934
chr2:59404052-59404053,102.921,42.5455,3.11983,0.9545450000000001,10.4607,3.2871900000000003,3.07645,7.533060000000001,4.1384300000000005
chr2:59404092-59404093,116.434,43.4401,3.04339,1.49174,9.541319999999999,3.5289300000000003,2.92769,7.3533100000000005,4.74174
chr2:59404094-59404095,116.479,43.3161,3.04339,1.53306,9.50413,3.5371900000000003,2.91942,7.324380000000001,4.78306
chr2:59404101-59404102,116.63799999999999,42.8822,3.04339,1.6776900000000001,9.37397,3.5661199999999997,2.8905,7.223139999999999,4.92769
chr2:59404103-59404104,116.684,42.7583,3.04339,1.71901,9.336780000000001,3.57438,2.88223,7.194210000000001,4.96901
chr2:59409544-59409545,83.4855,41.2727,3.32645,7.41942,9.61157,0.873967,3.8285099999999996,5.95248,4.57231
chr2:59409579-59409580,100.103,46.0599,3.16942,7.15083,10.4876,1.0186,4.22314,4.97314,5.63223
chr2:59529104-59529105,106.552,20.8616,0.8657020000000001,4.20041,15.7789,2.3843,3.5144599999999997,3.57231,5.53719
chr2:59529130-59529131,113.01,22.0145,0.811983,4.29132,16.064,2.64876,3.94421,4.3905,5.92149
chr2:59529139-59529140,114.62799999999999,22.3492,0.793388,4.30992,16.1198,2.7231400000000003,4.092980000000001,4.66942,6.03306
chr2:59529176-59529177,108.395,23.405,0.9028930000000001,4.09091,16.1736,2.7768599999999997,4.69215,6.15289,6.053719999999999
chr2:59529183-59529184,106.37,23.5062,0.931818,4.03306,16.1591,2.7624,4.76446,6.3843,6.02479
chr2:59802547-59802548,5.2293400000000005,2.14876,2.2479299999999998,1.92355,3.7231400000000003,3.7334699999999996,2.68595,4.49587,0.059917399999999996
chr2:59812259-59812260,27.4855,14.1343,1.05785,3.42562,7.280989999999999,0.586777,1.77893,4.16529,1.05992
chr2:59812263-59812264,28.0868,14.3471,0.9834709999999999,3.45868,7.31198,0.599174,1.74174,4.15083,1.10124
chr2:60386867-60386868,8.05372,3.4008300000000005,1.33884,0.811983,4.05785,4.80785,2.1611599999999997,6.510330000000001,2.61983
chr2:60386874-60386875,7.89463,3.3285099999999996,1.32438,0.754132,4.07231,4.82231,2.17562,6.597110000000001,2.57645
chr2:60386884-60386885,7.66736,3.2252099999999997,1.30372,0.671488,4.092980000000001,4.842980000000001,2.19628,6.72107,2.5144599999999997
chr2:60386955-60386956,5.03926,2.80372,1.25,0.134298,5.18595,3.9731400000000003,2.38636,6.41942,1.6157
chr2:60386957-60386958,4.96074,2.7995900000000002,1.25,0.121901,5.2438,3.92769,2.3905,6.3781,1.58264
chr2:60386961-60386962,4.82025,2.79545,1.25,0.10124,5.35744,3.83471,2.39876,6.29132,1.5186
chr2:60386971-60386972,4.592980000000001,2.81612,1.25,0.0805785,5.62603,3.58678,2.41942,6.0433900000000005,1.3739700000000001
chr2:60386983-60386984,4.32025,2.84091,1.25,0.0557851,5.94835,3.28926,2.44421,5.74587,1.20041
chr2:60539944-60539945,13.9938,3.1281,1.40909,4.40289,4.38017,9.37397,2.4214900000000004,2.69835,3.0020700000000002
chr2:60539948-60539949,14.3822,3.16942,1.4752100000000001,4.39463,4.3884300000000005,9.398760000000001,2.4628099999999997,2.7396700000000003,3.05992
chr2:60539962-60539963,15.6467,3.30165,1.6942099999999998,4.35744,4.40496,9.46488,2.59917,2.89256,3.25
chr2:60539992-60539993,17.0723,3.4070199999999997,2.0103299999999997,4.15909,4.27479,9.291319999999999,2.78512,3.34504,3.4855400000000003
chr2:60539994-60539995,17.1302,3.40289,2.03512,4.1384300000000005,4.2624,9.25,2.79752,3.38636,3.4938
chr2:60540002-60540003,17.3616,3.38636,2.1343,4.05579,4.21281,9.084710000000001,2.84711,3.55165,3.5268599999999997
chr2:60540003-60540004,17.3905,3.3843,2.14669,4.04545,4.2066099999999995,9.06405,2.85331,3.57231,3.53099
chr2:60540004-60540005,17.4194,3.3822300000000003,2.15909,4.03512,4.20041,9.043389999999999,2.8595,3.5929800000000003,3.5351199999999996
chr2:60540018-60540019,17.5434,3.32025,2.2995900000000002,3.8905,4.11364,8.70455,2.91322,3.83264,3.54339
chr2:60562921-60562922,6.08058,1.4855399999999999,1.3161200000000002,3.50826,6.74793,3.62603,2.61777,3.0371900000000003,0.528926
chr2:60562923-60562924,6.07645,1.4938,1.32025,3.54545,6.71488,3.6301699999999997,2.6095,3.03306,0.53719
chr2:60611474-60611475,19.314,3.42562,0.144628,4.34917,8.67562,6.28099,6.81612,8.1343,1.9669400000000001
chr2:60611507-60611508,20.8698,3.45661,0.35537199999999997,4.510330000000001,8.48347,5.95248,6.14669,7.842980000000001,2.24587
chr2:60611521-60611522,21.0909,3.4338800000000003,0.471074,4.47107,8.287189999999999,5.69835,5.7706599999999995,7.595039999999999,2.3905
chr2:60611531-60611532,21.1736,3.41322,0.553719,4.42975,8.142560000000001,5.5124,5.50207,7.409089999999999,2.4938
chr2:60611532-60611533,21.1818,3.4111599999999997,0.561983,4.425619999999999,8.1281,5.4938,5.47521,7.3905,2.50413
chr2:60611533-60611534,21.1901,3.40909,0.570248,4.42149,8.11364,5.47521,5.44835,7.3719,2.5144599999999997
chr2:60611537-60611538,21.2231,3.4008300000000005,0.603306,4.40496,8.05579,5.40083,5.34091,7.29752,2.55579
chr2:60611544-60611545,21.0434,3.37603,0.681818,4.33471,7.88223,5.2293400000000005,5.09091,7.074380000000001,2.64876
chr2:60611545-60611546,21.0041,3.3719,0.6942149999999999,4.32231,7.8533100000000005,5.20248,5.05165,7.03719,2.66322
chr2:60611547-60611548,20.9256,3.36364,0.719008,4.29752,7.79545,5.14876,4.97314,6.96281,2.69215
chr2:60643498-60643499,16.9959,3.6838800000000003,0.0,2.29339,3.7024800000000004,2.21901,2.7314,4.6281,2.38843
chr2:60643502-60643503,16.8802,3.7004099999999998,0.0,2.29339,3.6115699999999995,2.18595,2.78099,4.56198,2.39669
chr2:60643503-60643504,16.8512,3.70455,0.0,2.29339,3.5888400000000003,2.17769,2.79339,4.54545,2.39876
chr2:60643504-60643505,16.8223,3.70868,0.0,2.29339,3.5661199999999997,2.16942,2.80579,4.52893,2.40083
chr2:60643508-60643509,16.7066,3.7252099999999997,0.0,2.29339,3.4752099999999997,2.13636,2.85537,4.46281,2.40909
chr2:60643510-60643511,16.6488,3.7334699999999996,0.0,2.29339,3.42975,2.11983,2.88017,4.42975,2.41322
chr2:60643511-60643512,16.595,3.73967,0.0,2.29545,3.41736,2.11364,2.88843,4.4173599999999995,2.40909
chr2:60643549-60643550,14.0992,4.01653,0.0413223,2.39463,2.8843,1.8574400000000002,3.1611599999999997,3.8843,2.2314
chr2:60666802-60666803,325.645,30.9339,5.22107,4.60124,33.5434,8.95248,9.97107,8.06405,4.04752
chr2:60666803-60666804,325.663,31.0331,5.23554,4.61777,33.5496,8.98554,9.94421,8.07438,4.05992
chr2:60666804-60666805,325.682,31.1322,5.25,4.6343,33.5558,9.0186,9.91736,8.084710000000001,4.07231
chr2:60666818-60666819,321.72700000000003,32.0744,5.38636,4.79959,33.5269,9.3657,9.57438,8.17975,4.17975
chr2:60666995-60666996,147.477,24.0888,3.47727,5.8595,28.4814,11.6012,4.42975,8.32438,5.4793400000000005
chr2:60666999-60667000,143.576,23.6426,3.38636,5.89256,28.2665,11.6756,4.40496,8.37397,5.5124
chr2:60667000-60667001,142.601,23.531,3.36364,5.90083,28.2128,11.6942,4.39876,8.38636,5.5206599999999995
chr2:60667002-60667003,140.651,23.3079,3.3181800000000004,5.9173599999999995,28.1054,11.7314,4.38636,8.41116,5.53719
chr2:60667004-60667005,138.7,23.0847,3.27273,5.93388,27.9979,11.7686,4.37397,8.43595,5.553719999999999
chr2:60667008-60667009,134.8,22.6384,3.18182,5.96694,27.7831,11.843,4.34917,8.48554,5.58678
chr2:60690674-60690675,11.7893,3.6714900000000004,0.673554,4.78099,6.97107,0.8657020000000001,7.79752,3.4214900000000004,3.03306
chr2:60690675-60690676,11.7438,3.6818199999999996,0.679752,4.77893,6.94215,0.867769,7.822310000000001,3.4318199999999996,3.0268599999999997
chr2:60700931-60700932,31.7045,3.26653,4.0826400000000005,4.18388,4.946280000000001,5.82645,6.16322,8.07645,3.6198300000000003
chr2:60700935-60700936,31.2583,3.25826,4.02479,4.23347,4.91322,5.80992,6.15496,8.05992,3.60331
chr2:60717751-60717752,47.4029,6.59917,2.95661,4.2376,8.272730000000001,7.71281,6.40289,9.599169999999999,5.56818
chr2:60717757-60717758,48.8285,6.56198,2.86983,4.18802,8.21074,8.28306,6.51446,9.537189999999999,5.58058
chr2:60717765-60717766,50.0062,6.553719999999999,2.7747900000000003,4.13223,8.11777,8.91942,6.63223,9.40289,5.60744
chr2:60717780-60717781,51.4008,6.58471,2.61983,4.03926,7.93182,9.973139999999999,6.81818,9.09298,5.66942
chr2:60717781-60717782,51.4938,6.58678,2.6095,4.03306,7.91942,10.0434,6.83058,9.07231,5.67355
chr2:60718145-60718146,224.58700000000002,8.62397,4.67355,8.49174,13.6653,46.3967,13.1798,14.4773,18.3802
chr2:60718146-60718147,225.824,8.650830000000001,4.70868,8.51653,13.6674,46.4153,13.1942,14.4897,18.4215
chr2:60718153-60718154,234.488,8.83884,4.95455,8.69008,13.6818,46.5455,13.2955,14.5764,18.7107
chr2:60722344-60722345,495.556,6.29959,12.2872,33.4876,63.4979,50.126000000000005,37.0785,27.9938,30.4298
chr2:60722346-60722347,501.048,6.29545,12.436,33.6942,63.6219,50.626000000000005,37.343,28.2293,30.6157
chr2:60722356-60722357,528.506,6.27479,13.1798,34.7273,64.2417,53.126000000000005,38.6653,29.406999999999996,31.5455
chr2:60722364-60722365,546.275,6.23347,13.6426,35.3058,64.5062,54.7211,39.4256,30.1839,32.1074
chr2:60722402-60722403,605.9259999999999,5.8657,14.9979,36.5269,63.8037,59.9711,41.1942,32.8471,33.4029
chr2:60725556-60725557,972.3430000000001,6.21901,20.8368,18.5537,49.7025,54.7128,13.8719,15.4814,26.0351
chr2:60725565-60725566,967.052,6.342980000000001,20.5806,17.8223,49.7975,53.0558,13.936,14.905,25.7893
chr2:60725567-60725568,965.262,6.37603,20.5145,17.6983,49.8058,52.75,13.9649,14.8099,25.7438
chr2:60725568-60725569,964.368,6.39256,20.4814,17.6364,49.8099,52.5971,13.9793,14.7624,25.7211
chr2:60725588-60725589,946.475,6.723139999999999,19.8202,16.3967,49.8926,49.5393,14.2686,13.812000000000001,25.2665
chr2:60725623-60725624,863.217,7.194210000000001,17.5496,13.9917,49.4855,43.1178,14.8347,12.4917,23.2975
chr2:60726108-60726109,31.936,4.36364,0.995868,6.95248,16.3161,1.73967,8.75207,6.574380000000001,2.13017
chr2:60726131-60726132,29.5062,4.553719999999999,1.0,6.95661,15.6322,1.57645,8.06198,6.27273,2.30372
chr2:60731435-60731436,125.413,31.6839,1.49174,1.30165,11.1715,4.96488,9.3781,5.85537,4.23347
chr2:60731439-60731440,127.661,32.3533,1.51653,1.29339,11.1136,4.94008,9.32025,5.96281,4.26653
chr2:60731443-60731444,129.942,33.1963,1.54959,1.28512,11.0393,4.85744,9.212810000000001,6.10331,4.34091
chr2:60731450-60731451,133.934,34.6715,1.60744,1.2706600000000001,10.9091,4.71281,9.02479,6.34917,4.47107
chr2:60731451-60731452,134.504,34.8822,1.6157,1.2686,10.8905,4.69215,8.99793,6.3843,4.489669999999999
chr2:60731538-60731539,136.442,44.093,1.8533099999999998,1.35124,9.584710000000001,2.7644599999999997,6.86777,8.57438,5.97521
chr2:60731548-60731549,129.779,44.0021,1.8347099999999998,1.35331,9.421489999999999,2.52066,6.60537,8.77893,6.06405
chr2:60733097-60733098,87.4731,6.21488,1.46694,7.838839999999999,9.650830000000001,15.2376,7.77066,8.28926,6.40909
chr2:60733105-60733106,94.6632,6.04959,1.4338799999999998,8.28512,9.915289999999999,15.8326,8.03512,8.355369999999999,6.49174
chr2:60733135-60733136,113.36200000000001,5.4814,1.30992,9.54545,10.8037,17.7541,8.7686,8.5,6.6466899999999995
chr2:60733141-60733142,116.655,5.3657,1.28512,9.78512,10.9773,18.1302,8.909089999999999,8.52893,6.659089999999999
chr2:60733145-60733146,118.696,5.28306,1.2686,9.95041,11.093,18.3864,9.00826,8.55372,6.65083
chr2:60733147-60733148,119.71700000000001,5.24174,1.26033,10.0331,11.1508,18.5145,9.05785,8.56612,6.6466899999999995
chr2:60733174-60733175,128.463,4.79959,1.14876,10.8017,11.7293,19.781,9.52479,8.64669,6.53306
chr2:60733198-60733199,130.0,4.53926,1.04959,11.0682,12.0393,20.4132,9.67975,8.70248,6.34711
chr2:60743596-60743597,19.8781,4.14463,0.911157,2.89669,8.75207,3.5888400000000003,9.41736,4.47107,3.8099199999999995
chr2:60743598-60743599,20.0723,4.074380000000001,0.890496,2.9214900000000004,8.772730000000001,3.5475199999999996,9.421489999999999,4.5,3.7975199999999996
chr2:60743599-60743600,20.1694,4.03926,0.880165,2.93388,8.78306,3.5268599999999997,9.42355,4.51446,3.79132
chr2:60743600-60743601,20.2665,4.00413,0.869835,2.94628,8.793389999999999,3.5062,9.42562,4.52893,3.7851199999999996
chr2:60743608-60743609,21.0434,3.7231400000000003,0.78719,3.04545,8.87603,3.34091,9.44215,4.64463,3.7355400000000003
chr2:60743644-60743645,23.2355,2.8595,0.545455,3.4214900000000004,9.04752,2.64669,8.840910000000001,5.04545,3.4214900000000004
chr2:60743655-60743656,23.9401,2.56405,0.454545,3.5351199999999996,9.1157,2.39669,8.43182,5.20455,3.2851199999999996
chr2:60743674-60743675,24.5207,2.22727,0.326446,3.7024800000000004,9.14669,2.05165,7.725210000000001,5.42149,3.0785099999999996
chr2:60743690-60743691,24.8161,1.9938,0.227273,3.83264,9.15289,1.79132,7.1219,5.58884,2.91736
chr2:60743693-60743694,24.8657,1.9442099999999998,0.20867800000000003,3.85124,9.171489999999999,1.75413,6.985539999999999,5.62603,2.89876
chr2:60757874-60757875,222.50799999999998,3.8595,1.28306,3.5495900000000002,38.0475,7.8533100000000005,10.437999999999999,5.03719,4.50207
chr2:60757889-60757890,248.014,4.07645,1.5929799999999998,3.36364,39.7211,7.8533100000000005,11.3988,5.22314,4.44008
chr2:60757890-60757891,249.955,4.1095,1.6198299999999999,3.35331,39.8285,7.847110000000001,11.4855,5.25207,4.43388
chr2:60757912-60757913,290.707,4.8326400000000005,2.19835,3.14669,42.0764,7.70661,13.3368,5.8843,4.30165
chr2:60757942-60757943,318.593,5.81198,2.82438,3.16529,43.5579,7.409089999999999,15.0909,6.72727,4.18388
chr2:60757991-60757992,319.653,7.77273,3.47727,3.55785,44.155,6.25,17.1033,8.351239999999999,4.15083
chr2:60763775-60763776,22.2975,6.588839999999999,1.58264,2.58058,7.3285100000000005,1.5661200000000002,4.72727,4.24174,2.67769
chr2:60763802-60763803,23.3202,7.55992,2.16529,2.9979299999999998,7.68802,1.17562,5.22521,3.79545,2.73347
chr2:60763819-60763820,23.811999999999998,8.13223,2.5124,3.2231400000000003,7.93182,1.00413,5.574380000000001,3.5888400000000003,2.75
chr2:60763826-60763827,23.8988,8.32025,2.6281,3.29545,8.0186,0.960744,5.70455,3.53099,2.75
chr2:60763829-60763830,23.936,8.400830000000001,2.67769,3.32645,8.05579,0.942149,5.760330000000001,3.5062,2.75
chr2:60763848-60763849,24.9339,8.91116,3.02893,3.54132,8.3657,0.880165,6.15083,3.3491699999999995,2.7314
chr2:60763918-60763919,34.4587,9.57025,3.7665300000000004,3.9731400000000003,9.462810000000001,1.4793399999999999,6.95661,3.25,2.82645
chr2:60763934-60763935,37.2025,9.47107,3.7995900000000002,4.03926,9.6281,1.7107400000000001,6.95661,3.25,2.92562
chr2:60763982-60763983,46.6798,8.55165,3.4524800000000004,4.45868,9.85331,2.62397,6.510330000000001,3.25,3.62397
chr2:60773332-60773333,12.0785,6.27893,0.995868,3.7231400000000003,8.3719,1.96901,3.30785,6.31198,2.2913200000000002
chr2:60773339-60773340,12.4256,6.00413,0.9235540000000001,3.7665300000000004,8.18388,1.94008,3.29339,6.36983,2.23347
chr2:60773376-60773377,14.3326,4.34711,0.640496,3.85331,7.574380000000001,1.59091,3.17355,6.91529,1.6549599999999998
chr2:60777594-60777595,577.874,77.4711,6.43182,10.0062,103.523,9.607439999999999,30.1405,7.66942,13.8223
chr2:60777600-60777601,592.552,79.8636,6.654960000000001,10.1302,105.76700000000001,9.644630000000001,30.1777,7.64463,13.9339
chr2:60777604-60777605,602.337,81.4587,6.803719999999999,10.2128,107.262,9.66942,30.2025,7.6281,14.0083
chr2:60777655-60777656,665.3969999999999,94.6446,7.446280000000001,10.7087,117.399,9.355369999999999,29.5372,7.57645,13.7293
chr2:60778050-60778051,402.397,15.8492,0.9938020000000001,8.34504,85.9339,5.17975,28.1736,4.16116,3.64669
chr2:60778135-60778136,395.17400000000004,12.2128,0.353306,7.26653,78.4153,6.25826,25.5826,6.20868,4.03512
chr2:60779039-60779040,209.998,3.67975,1.4132200000000001,8.80992,53.3264,7.473139999999999,21.843000000000004,8.98347,4.44008
chr2:60779040-60779041,209.572,3.7128099999999997,1.42769,8.80992,53.2934,7.47727,21.843000000000004,8.96488,4.43182
chr2:60779041-60779042,209.14700000000002,3.7458699999999996,1.44215,8.80992,53.2603,7.4814,21.843000000000004,8.94628,4.42355
chr2:60779043-60779044,208.295,3.81198,1.47107,8.80992,53.1942,7.489669999999999,21.843000000000004,8.909089999999999,4.407019999999999
chr2:60779289-60779290,52.6756,8.037189999999999,4.26653,7.54339,45.0372,6.33678,14.6839,5.58678,3.8698300000000003
chr2:60779295-60779296,50.8781,7.71488,4.303719999999999,7.469010000000001,44.5909,6.2376,14.436,5.574380000000001,4.0186
chr2:60779310-60779311,46.3843,6.909089999999999,4.39669,7.283060000000001,43.4752,5.989669999999999,13.8161,5.5433900000000005,4.3905
chr2:60780722-60780723,292.215,12.2996,9.76446,5.574380000000001,76.0227,5.20041,23.8884,7.25,4.31818
chr2:60780726-60780727,302.678,12.3161,10.1198,5.69008,76.626,5.18388,24.0455,7.41529,4.32645
chr2:60780755-60780756,389.343,12.1054,12.8946,6.661160000000001,80.8017,5.13017,25.0847,8.67975,4.38636
chr2:60780758-60780759,399.217,12.0558,13.1983,6.77273,81.2169,5.13017,25.1839,8.81612,4.39256
chr2:60780767-60780768,420.103,11.8492,13.7479,7.02066,81.8264,5.18802,25.2934,9.06612,4.41116
chr2:60780770-60780771,426.233,11.7748,13.8967,7.095039999999999,81.969,5.21281,25.311999999999998,9.1343,4.4173599999999995
chr2:60780781-60780782,448.711,11.5021,14.4421,7.36777,82.4917,5.303719999999999,25.3802,9.3843,4.44008
chr2:60781330-60781331,253.595,8.57231,7.89876,7.774789999999999,36.2541,5.39876,11.7583,6.23347,4.71694
chr2:60781331-60781332,253.59900000000002,8.590910000000001,7.907019999999999,7.78719,36.25,5.407019999999999,11.7252,6.2438,4.7376
chr2:60781453-60781454,247.207,12.5888,7.05992,7.72107,41.6756,4.81198,11.8368,8.336780000000001,7.886360000000001
chr2:60781456-60781457,247.56,12.687999999999999,7.00413,7.696280000000001,41.8678,4.7438,11.9112,8.41116,7.92355
chr2:60782264-60782265,506.874,64.4008,7.514460000000001,7.11983,49.3595,9.32645,34.6405,14.3698,11.1901
chr2:60782353-60782354,729.93,72.2831,9.7376,9.276860000000001,53.5103,11.9277,40.3368,16.0021,11.1343
chr2:60782354-60782355,731.628,72.2231,9.74793,9.31405,53.5269,11.9566,40.3471,16.0165,11.1322
chr2:60782364-60782365,742.5369999999999,71.3843,9.80165,9.63636,53.5682,12.187999999999999,40.2934,16.1116,11.0868
chr2:60782365-60782366,742.717,71.2645,9.79959,9.66116,53.5537,12.2025,40.2645,16.1136,11.0785
chr2:60782751-60782752,243.25,16.655,5.36364,6.803719999999999,32.031,7.13223,19.2521,11.7045,7.409089999999999
chr2:60783489-60783490,13.3492,9.11983,2.71694,6.0433900000000005,12.7231,5.38636,8.06612,8.94628,3.82645
chr2:60783499-60783500,14.030999999999999,9.11983,2.6343,6.02273,12.9091,5.696280000000001,8.41736,9.07025,3.9710699999999997
chr2:60783500-60783501,14.0992,9.11983,2.62603,6.0206599999999995,12.9277,5.72727,8.45248,9.08264,3.9855400000000003
chr2:60783501-60783502,14.1674,9.11983,2.61777,6.0186,12.9463,5.75826,8.4876,9.09504,4.0
chr2:60783551-60783552,17.3471,8.8657,2.69215,5.97521,13.7913,7.18802,9.601239999999999,9.05785,4.50413
chr2:60783552-60783553,17.4112,8.8595,2.70455,5.97314,13.8079,7.219010000000001,9.61777,9.04545,4.510330000000001
chr2:60783580-60783581,18.2128,8.68595,3.1343,5.91529,14.064,7.79752,9.83264,8.6157,4.5186
chr2:60783583-60783584,18.2562,8.66736,3.18388,5.90909,14.0826,7.847110000000001,9.84504,8.56612,4.5124
chr2:60783588-60783589,18.3285,8.63636,3.26653,5.89876,14.1136,7.92975,9.8657,8.48347,4.50207
chr2:60783591-60783592,18.3636,8.62603,3.31198,5.8843,14.1281,7.975210000000001,9.849169999999999,8.41736,4.4793400000000005
chr2:60783597-60783598,18.4256,8.61364,3.39876,5.84711,14.1529,8.06198,9.787189999999999,8.2686,4.4173599999999995
