0,a08859b52858-Hudep2_ATAC,fe8785968662-Hudep2_D3_merged_CTCF.all,b0da11c1df50-Hudep2_BCL11A,ba7834bdcc8e-Hudep2_D0_GATA1.all,b5e088a81c17-HUDEP2_LRF_CHIP,841dcfc50d9a-Hudep2_D3_merged_GATA1.all,f746e066cca0-Hudep2_D3_merged_KLF1.all,922003c4a54d-Hudep2_D3_merged_LDB1.all,9a15e4413613-Hudep2_D3_merged_TAL1.all
chr2:59128075-59128076,7.2401,2.1856400000000002,2.06188,2.12129,4.99752,2.62376,3.7970300000000003,4.73762,0.75
chr2:59252460-59252461,82.604,70.30199999999999,1.57178,5.14356,12.0223,2.47525,6.08911,7.23515,3.38614
chr2:59252462-59252463,83.5891,70.4802,1.56188,5.12376,12.0965,2.4703,6.12871,7.185639999999999,3.41089
chr2:59261405-59261406,33.8144,3.5618800000000004,2.71535,9.97525,6.648510000000001,29.5173,9.62376,13.9901,11.7104
chr2:59261407-59261408,34.1955,3.62624,2.7896,10.0099,6.613860000000001,29.5718,9.62376,14.0743,11.8292
chr2:59261409-59261410,34.5767,3.6905900000000003,2.86386,10.0446,6.579210000000001,29.6262,9.62376,14.1584,11.948
chr2:59262119-59262120,263.616,7.378710000000001,31.9134,12.3441,15.1436,22.3985,17.0965,14.5545,10.1411
chr2:59262121-59262122,265.399,7.46782,32.0074,12.354000000000001,15.1832,22.4777,17.2203,14.6238,10.1559
chr2:59262181-59262182,287.366,9.7698,31.2401,12.0272,16.3762,22.9901,20.3317,15.4629,9.90347
chr2:59262182-59262183,287.252,9.80198,31.1733,12.0124,16.396,22.9703,20.3738,15.4579,9.88861
chr2:59262183-59262184,287.139,9.83416,31.1064,11.9975,16.4158,22.9505,20.4158,15.453,9.87376
chr2:59262200-59262201,284.473,10.3762,29.8713,11.7302,16.7475,22.6015,21.1163,15.3465,9.63366
chr2:59311575-59311576,326.13599999999997,7.685639999999999,1.31931,52.2005,27.2104,49.146,38.75,17.651,23.4158
chr2:59311583-59311584,348.77,7.665839999999999,1.33911,53.3886,27.5866,51.4035,39.7599,17.9678,24.0099
chr2:59311584-59311585,351.599,7.66337,1.34158,53.5371,27.6337,51.6856,39.8861,18.0074,24.0842
chr2:59311639-59311640,529.688,7.131189999999999,2.95297,62.1733,29.651,66.6436,46.2005,21.9752,28.396
chr2:59311654-59311655,575.394,6.881189999999999,3.58416,64.3911,30.0074,70.2475,47.6856,23.3936,29.4059
chr2:59311655-59311656,577.46,6.856439999999999,3.62871,64.5025,30.0099,70.4084,47.7525,23.5025,29.4406
chr2:59311661-59311662,589.861,6.70792,3.89604,65.1708,30.0248,71.3738,48.1535,24.1559,29.6485
chr2:59311684-59311685,637.399,6.13861,4.92079,67.7327,30.0817,75.0743,49.6906,26.6609,30.4455
chr2:59311685-59311686,639.465,6.11386,4.96535,67.8441,30.0842,75.2351,49.7574,26.7698,30.4802
chr2:59311691-59311692,651.866,5.96535,5.23267,68.5124,30.099,76.2005,50.1584,27.4233,30.6881
chr2:59311693-59311694,656.0,5.91584,5.32178,68.7351,30.104,76.5223,50.2921,27.6411,30.7574
chr2:59311695-59311696,660.1339999999999,5.86634,5.41089,68.9579,30.1089,76.8441,50.4257,27.8589,30.8267
chr2:59324276-59324277,24.2228,4.58911,0.5618810000000001,4.20545,10.4752,9.55693,5.05941,5.7005,7.074260000000001
chr2:59324277-59324278,24.25,4.56436,0.5594060000000001,4.21782,10.4604,9.55446,5.09901,5.70792,7.08168
chr2:59324279-59324280,24.3045,4.51485,0.554455,4.24257,10.4307,9.5495,5.17822,5.72277,7.0965300000000004
chr2:59324280-59324281,24.3317,4.4901,0.55198,4.25495,10.4158,9.54703,5.21782,5.7302,7.103960000000001
chr2:59324281-59324282,24.3589,4.46535,0.549505,4.26733,10.401,9.54455,5.25743,5.73762,7.111389999999999
chr2:59324283-59324284,24.4134,4.41584,0.544554,4.29208,10.3713,9.5396,5.33663,5.75248,7.126239999999999
chr2:59324307-59324308,24.4975,3.96535,0.616337,4.63614,9.93317,9.36386,6.18812,6.0099,7.30693
chr2:59324308-59324309,24.4505,3.9604,0.631188,4.6534699999999996,9.90842,9.34653,6.21287,6.02723,7.314360000000001
chr2:59404045-59404046,101.126,42.6634,3.13614,0.829208,10.6411,3.22772,3.12376,7.601489999999999,4.0297
chr2:59404052-59404053,105.396,43.2822,3.11881,0.915842,10.4332,3.2698,3.11139,7.608910000000001,4.16584
chr2:59404092-59404093,119.554,43.9752,3.0198,1.5099,9.44307,3.5668300000000004,2.91337,7.410889999999999,4.7599
chr2:59404094-59404095,120.262,44.0099,3.01485,1.5396,9.39356,3.5816800000000004,2.90347,7.400989999999999,4.7896
chr2:59404101-59404102,121.755,43.9084,3.00495,1.6559400000000002,9.2401,3.62376,2.87129,7.339110000000001,4.90594
chr2:59404103-59404104,121.146,43.6807,3.0099,1.69059,9.22525,3.62376,2.86634,7.2995,4.94059
chr2:59409544-59409545,85.2277,41.8589,3.4405900000000003,7.564360000000001,9.757430000000001,0.8613860000000001,3.8193099999999998,6.06683,4.66089
chr2:59409579-59409580,101.38600000000001,46.4431,3.20297,7.180689999999999,10.5842,1.0222799999999999,4.24257,4.96782,5.68317
chr2:59529104-59529105,108.824,20.9579,0.8638610000000001,4.2599,15.9084,2.42079,3.4678199999999997,3.4282199999999996,5.56931
chr2:59529130-59529131,114.42299999999999,22.1163,0.799505,4.32426,16.1015,2.67822,3.9826699999999997,4.39356,5.95545
chr2:59529139-59529140,116.361,22.5173,0.777228,4.3465300000000004,16.1683,2.76733,4.16089,4.72772,6.08911
chr2:59529176-59529177,109.413,23.4604,0.8836629999999999,4.10891,16.1832,2.80693,4.70545,6.18317,6.11386
chr2:59529183-59529184,106.988,23.5817,0.918317,4.0396,16.1658,2.7896,4.79208,6.4604,6.07921
chr2:59802547-59802548,5.32921,2.09406,2.28218,1.88366,3.7425699999999997,3.85396,2.72277,4.4802,0.00742574
chr2:59812259-59812260,27.5743,14.1485,1.05941,3.4455400000000003,7.319310000000001,0.549505,1.7797,4.2005,0.997525
chr2:59812263-59812264,28.1782,14.3663,0.9801979999999999,3.47525,7.349010000000001,0.569307,1.7401,4.18069,1.04703
chr2:60386867-60386868,8.13861,3.40594,1.33168,0.824257,4.04455,4.79455,2.16832,6.51238,2.61881
chr2:60386874-60386875,7.94802,3.3193099999999998,1.31436,0.75495,4.06188,4.81188,2.1856400000000002,6.616339999999999,2.56683
chr2:60386884-60386885,7.675739999999999,3.1955400000000003,1.2896,0.655941,4.08663,4.83663,2.2104,6.76485,2.49257
chr2:60386955-60386956,4.97277,2.76485,1.25,0.11138599999999999,5.06188,4.07921,2.38861,6.57673,1.6509900000000002
chr2:60386957-60386958,4.91832,2.7698,1.25,0.10643599999999999,5.12624,4.0198,2.39356,6.51733,1.6163399999999999
chr2:60386961-60386962,4.80941,2.7797,1.25,0.0965347,5.25495,3.90099,2.40347,6.39851,1.54703
chr2:60386971-60386972,4.53713,2.8044599999999997,1.25,0.0717822,5.57673,3.60396,2.42822,6.10149,1.37376
chr2:60386983-60386984,4.2104,2.83416,1.25,0.0420792,5.96287,3.24752,2.45792,5.74505,1.16584
chr2:60539944-60539945,14.302,3.17822,1.42822,4.4703,4.45545,9.5099,2.44307,2.61386,3.0396
chr2:60539948-60539949,14.698,3.22772,1.4777200000000001,4.4901,4.48515,9.58911,2.48267,2.62376,3.09901
chr2:60539962-60539963,15.6262,3.3118800000000004,1.65842,4.4034699999999996,4.43564,9.55693,2.59406,2.84653,3.25
chr2:60539992-60539993,17.4084,3.4604,2.0297,4.18069,4.28713,9.40842,2.81683,3.36634,3.5470300000000003
chr2:60539994-60539995,17.5272,3.4703,2.0544599999999997,4.16584,4.27723,9.39851,2.83168,3.40099,3.5668300000000004
chr2:60540002-60540003,17.8441,3.4777199999999997,2.15099,4.09158,4.2302,9.28465,2.88119,3.5470300000000003,3.61634
chr2:60540003-60540004,17.8366,3.4703,2.16089,4.07921,4.22277,9.25248,2.88366,3.5643599999999998,3.61386
chr2:60540004-60540005,17.8292,3.4628699999999997,2.17079,4.06683,4.21535,9.2203,2.88614,3.5816800000000004,3.61139
chr2:60540018-60540019,17.7252,3.35891,2.3094099999999997,3.89356,4.11139,8.7698,2.92079,3.8242599999999998,3.5767300000000004
chr2:60562921-60562922,6.07178,1.4826700000000002,1.30446,3.48515,6.69802,3.6757400000000002,2.64109,3.0693099999999998,0.485149
chr2:60562923-60562924,6.06683,1.4925700000000002,1.30941,3.5297,6.65842,3.6806900000000002,2.63119,3.0643599999999998,0.49505
chr2:60611474-60611475,19.401,3.4356400000000002,0.12376199999999998,4.36881,8.68564,6.31188,6.878710000000001,8.18564,1.9356400000000002
chr2:60611507-60611508,21.0693,3.4802,0.326733,4.58416,8.61139,6.07426,6.25,7.9505,2.2203
chr2:60611521-60611522,21.2079,3.4455400000000003,0.465347,4.51485,8.36881,5.76238,5.7995,7.638610000000001,2.39356
chr2:60611531-60611532,21.3069,3.42079,0.5643560000000001,4.46535,8.19554,5.5396,5.47772,7.415839999999999,2.51733
chr2:60611532-60611533,21.3168,3.4183199999999996,0.574257,4.4604,8.17822,5.51733,5.44554,7.393560000000001,2.5297
chr2:60611533-60611534,21.3267,3.41584,0.584158,4.45545,8.16089,5.49505,5.41337,7.371289999999999,2.54208
chr2:60611537-60611538,21.3663,3.40594,0.623762,4.43564,8.09158,5.40594,5.28465,7.28218,2.59158
chr2:60611544-60611545,21.4356,3.38861,0.6930689999999999,4.40099,7.9703,5.25,5.05941,7.126239999999999,2.67822
chr2:60611545-60611546,21.4455,3.38614,0.70297,4.39604,7.95297,5.22772,5.02723,7.103960000000001,2.6905900000000003
chr2:60611547-60611548,21.4653,3.38119,0.722772,4.38614,7.91832,5.18317,4.96287,7.059410000000001,2.71535
chr2:60643498-60643499,17.5916,3.62624,0.0,2.25495,3.66089,2.25495,2.73267,4.64604,2.48515
chr2:60643502-60643503,17.4406,3.64604,0.0,2.25743,3.58416,2.22772,2.77723,4.58416,2.48515
chr2:60643503-60643504,17.3762,3.6534699999999996,0.0,2.2599,3.5693099999999998,2.2203,2.78713,4.56931,2.4802
chr2:60643504-60643505,17.3119,3.66089,0.0,2.26238,3.5544599999999997,2.21287,2.79703,4.55446,2.47525
chr2:60643508-60643509,17.0545,3.6905900000000003,0.0,2.27228,3.49505,2.18317,2.83663,4.49505,2.45545
chr2:60643510-60643511,16.9257,3.70545,0.0,2.27723,3.46535,2.16832,2.85644,4.46535,2.4455400000000003
chr2:60643511-60643512,16.8614,3.7128699999999997,0.0,2.2797,3.4505,2.16089,2.86634,4.4505,2.4405900000000003
chr2:60643549-60643550,14.4158,3.99505,0.0,2.37376,2.88614,1.8787099999999999,3.24257,3.88614,2.25248
chr2:60666802-60666803,334.436,31.3812,5.2698,4.65099,33.8391,9.05693,10.0495,8.13614,4.13614
chr2:60666803-60666804,333.827,31.4332,5.27723,4.66089,33.8292,9.07921,10.0223,8.14109,4.14109
chr2:60666804-60666805,333.218,31.4851,5.28465,4.67079,33.8193,9.10149,9.99505,8.14604,4.14604
chr2:60666818-60666819,324.693,32.2129,5.38861,4.80941,33.6807,9.41337,9.61386,8.21535,4.21535
chr2:60666995-60666996,145.344,23.9579,3.4579199999999997,5.85149,28.6361,11.6559,4.32178,8.2401,5.56436
chr2:60666999-60667000,142.05700000000002,23.5718,3.38861,5.87129,28.5173,11.7351,4.26238,8.25,5.61386
chr2:60667000-60667001,140.889,23.4381,3.36139,5.88119,28.453000000000003,11.7574,4.25495,8.26485,5.62376
chr2:60667002-60667003,139.636,23.2649,3.3267300000000004,5.89604,28.3342,11.7822,4.2599,8.2995,5.62376
chr2:60667004-60667005,138.384,23.0916,3.2920800000000003,5.91089,28.2153,11.8069,4.26485,8.33416,5.62376
chr2:60667008-60667009,135.879,22.745,3.22277,5.94059,27.9777,11.8564,4.27475,8.40347,5.62376
chr2:60690674-60690675,11.895999999999999,3.6806900000000002,0.683168,4.81188,7.01485,0.8143560000000001,7.856439999999999,3.4306900000000002,3.0643599999999998
chr2:60690675-60690676,11.8416,3.6930699999999996,0.6905939999999999,4.80941,6.9802,0.816832,7.886139999999999,3.4430699999999996,3.05693
chr2:60700931-60700932,31.745,3.29455,4.07426,4.2203,4.93564,5.84158,6.17079,8.09158,3.59406
chr2:60700935-60700936,31.2104,3.28465,4.00495,4.2797,4.89604,5.82178,6.16089,8.07178,3.5742599999999998
chr2:60717751-60717752,48.6708,6.50495,2.97772,4.23762,8.34901,7.52723,6.40099,9.82921,5.5099
chr2:60717757-60717758,49.3391,6.5198,2.90347,4.19307,8.2599,8.03218,6.4901,9.68069,5.5396
chr2:60717765-60717766,50.2302,6.5396,2.8044599999999997,4.13366,8.14109,8.70545,6.608910000000001,9.482669999999999,5.57921
chr2:60717780-60717781,51.901,6.57673,2.61881,4.02228,7.91832,9.96782,6.83168,9.11139,5.6534699999999996
chr2:60717781-60717782,52.0124,6.579210000000001,2.60644,4.01485,7.9034699999999996,10.052,6.8465300000000004,9.08663,5.65842
chr2:60718145-60718146,230.43099999999998,8.72277,4.73267,8.5198,13.901,47.1238,13.2797,14.6312,18.7228
chr2:60718146-60718147,231.84900000000002,8.75495,4.76238,8.54208,13.9208,47.2005,13.2995,14.6559,18.7797
chr2:60718153-60718154,239.41299999999998,8.93564,4.96782,8.69802,13.9307,47.3342,13.3911,14.745,19.0223
chr2:60722344-60722345,500.889,6.37129,12.5173,34.005,64.1163,50.646,37.6386,28.1535,30.7624
chr2:60722346-60722347,506.2,6.37129,12.6856,34.2624,64.3342,51.1163,37.9356,28.3614,30.9752
chr2:60722356-60722357,529.651,6.30941,13.3243,35.0693,64.7649,53.1906,38.9554,29.3639,31.7475
chr2:60722364-60722365,545.908,6.2302,13.7203,35.4653,64.8045,54.6163,39.5099,30.0965,32.203
chr2:60722402-60722403,619.005,5.85396,15.453,37.1411,64.6757,61.0495,41.9059,33.400999999999996,34.1213
chr2:60725556-60725557,981.337,6.13366,21.1015,18.505,49.6634,55.0124,13.7426,15.3738,26.0668
chr2:60725565-60725566,971.691,6.31188,20.745,17.8366,49.7079,53.3639,13.8985,14.8614,25.8218
chr2:60725567-60725568,969.547,6.35149,20.6658,17.6881,49.7178,52.9975,13.9332,14.7475,25.7673
chr2:60725568-60725569,968.475,6.37129,20.6262,17.6139,49.7228,52.8144,13.9505,14.6906,25.7401
chr2:60725588-60725589,947.04,6.76733,19.8342,16.1287,49.8218,49.151,14.297,13.552,25.1955
chr2:60725623-60725624,868.062,7.23267,17.6089,14.0149,49.6312,43.0668,14.8515,12.4653,23.4554
chr2:60726108-60726109,31.5668,4.33663,1.0,6.99752,16.2252,1.68812,8.82178,6.618810000000001,2.08663
chr2:60726131-60726132,29.0619,4.56436,1.0,6.99752,15.4851,1.5173299999999998,8.02475,6.27723,2.3143599999999998
chr2:60731435-60731436,127.277,32.0421,1.51485,1.2871299999999999,11.1312,4.98267,9.37871,5.90099,4.2302
chr2:60731439-60731440,129.97,32.8441,1.54455,1.2772299999999999,11.0619,4.95297,9.30941,6.0297,4.2698
chr2:60731443-60731444,132.66299999999998,33.646,1.57426,1.2673299999999998,10.9926,4.92327,9.2401,6.15842,4.30941
chr2:60731450-60731451,137.386,35.1015,1.62871,1.25,10.8663,4.85396,9.10396,6.39356,4.39109
chr2:60731451-60731452,137.649,35.2525,1.6336600000000001,1.25,10.854000000000001,4.82921,9.07673,6.42079,4.41089
chr2:60731538-60731539,137.173,44.4332,1.8737599999999999,1.34653,9.57673,2.66832,6.79208,8.61386,6.04455
chr2:60731548-60731549,133.757,44.9035,1.8737599999999999,1.37129,9.40347,2.42079,6.54455,8.83663,6.21782
chr2:60733097-60733098,88.7351,6.28218,1.5,7.866339999999999,9.56683,15.1064,7.79455,8.34158,6.46535
chr2:60733105-60733106,94.8688,6.12129,1.4703,8.267330000000001,9.82426,15.6757,8.0297,8.40099,6.52723
chr2:60733135-60733136,115.29,5.45297,1.32178,9.67822,10.8639,17.9035,8.84653,8.5495,6.675739999999999
chr2:60733141-60733142,119.374,5.31931,1.29208,9.9604,11.0718,18.349,9.0099,8.57921,6.70545
chr2:60733145-60733146,122.09700000000001,5.2302,1.2722799999999999,10.1485,11.2104,18.646,9.11881,8.59901,6.72525
chr2:60733147-60733148,123.458,5.18564,1.2623799999999998,10.2426,11.2797,18.7946,9.17327,8.60891,6.73515
chr2:60733174-60733175,129.767,4.7599,1.12871,10.8614,11.7995,19.9109,9.55446,8.62624,6.564360000000001
chr2:60733198-60733199,134.10399999999998,4.4034699999999996,1.0099,11.3366,12.2153,20.802,9.85149,8.62624,6.38614
chr2:60743596-60743597,20.1213,4.11139,0.903465,2.85644,8.81931,3.66089,9.67079,4.46287,3.87376
chr2:60743598-60743599,20.3243,4.05198,0.8886139999999999,2.86634,8.84901,3.64109,9.7104,4.48267,3.87376
chr2:60743599-60743600,20.4257,4.02228,0.881188,2.87129,8.86386,3.63119,9.7302,4.49257,3.87376
chr2:60743600-60743601,20.5421,3.9802,0.868812,2.88614,8.87624,3.60644,9.732669999999999,4.5099,3.86634
chr2:60743608-60743609,21.0965,3.7623800000000003,0.8094060000000001,2.98515,8.91584,3.4282199999999996,9.59406,4.60891,3.7871300000000003
chr2:60743644-60743645,23.5916,2.78218,0.542079,3.4306900000000002,9.09406,2.62624,8.9703,5.05446,3.4306900000000002
chr2:60743655-60743656,24.1262,2.52723,0.457921,3.5544599999999997,9.12624,2.38861,8.61634,5.19554,3.3044599999999997
chr2:60743674-60743675,24.5495,2.19802,0.316832,3.7425699999999997,9.12624,2.01238,7.7698,5.43069,3.0693099999999998
chr2:60743690-60743691,24.9059,1.9207900000000002,0.19802,3.90099,9.12624,1.69554,7.05693,5.62871,2.87129
chr2:60743693-60743694,24.9728,1.8688099999999999,0.175743,3.9306900000000002,9.12624,1.63614,6.92327,5.66584,2.83416
chr2:60757874-60757875,223.475,3.8069300000000004,1.2401,3.5099,38.0569,7.873760000000001,10.401,4.99505,4.50248
chr2:60757889-60757890,254.032,4.06683,1.6113899999999999,3.2871300000000003,40.0619,7.873760000000001,11.552,5.21782,4.42822
chr2:60757890-60757891,256.069,4.08416,1.63614,3.27228,40.1955,7.873760000000001,11.6287,5.23267,4.42327
chr2:60757912-60757913,290.748,4.72525,2.18812,3.12624,42.2401,7.74752,13.255,5.78713,4.31188
chr2:60757942-60757943,325.797,5.83911,2.9306900000000002,3.12624,44.0223,7.4505,15.3342,6.75248,4.16337
chr2:60757991-60757992,323.941,7.881189999999999,3.5371300000000003,3.5396,44.1906,6.23515,17.3168,8.44554,4.12624
chr2:60763775-60763776,22.505,6.58168,1.57426,2.57178,7.319310000000001,1.55446,4.69802,4.2401,2.68812
chr2:60763802-60763803,23.4233,7.58663,2.17822,3.03218,7.665839999999999,1.1064399999999999,5.18564,3.72525,2.75
chr2:60763819-60763820,23.6757,8.13366,2.51485,3.24257,7.91832,0.9801979999999999,5.56436,3.5569300000000004,2.75
chr2:60763826-60763827,23.7797,8.35891,2.65347,3.32921,8.02228,0.928218,5.7203,3.4876199999999997,2.75
chr2:60763829-60763830,23.8243,8.45545,2.71287,3.36634,8.06683,0.905941,5.78713,3.4579199999999997,2.75
chr2:60763848-60763849,24.1064,9.06683,3.08911,3.60149,8.34901,0.7648510000000001,6.2104,3.2698,2.75
chr2:60763918-60763919,34.2277,9.60891,3.79455,3.9678199999999997,9.4802,1.4505,6.99752,3.25,2.76733
chr2:60763934-60763935,37.5149,9.4901,3.83416,4.04703,9.67822,1.7277200000000001,6.99752,3.25,2.88614
chr2:60763982-60763983,46.9876,8.56188,3.4678199999999997,4.4505,9.87376,2.64851,6.51238,3.25,3.64851
chr2:60773332-60773333,12.1931,6.2104,0.970297,3.7425699999999997,8.32178,1.9628700000000001,3.29455,6.32426,2.2995
chr2:60773339-60773340,12.6089,5.88119,0.8836629999999999,3.79455,8.09653,1.92822,3.2772300000000003,6.39356,2.2302
chr2:60773376-60773377,14.3738,4.31683,0.618812,3.87376,7.4901,1.60891,3.18317,6.898510000000001,1.6608900000000002
chr2:60777594-60777595,585.349,78.1584,6.616339999999999,10.1064,104.839,9.70297,30.3416,7.6534699999999996,14.047
chr2:60777600-60777601,601.3240000000001,80.4554,6.883660000000001,10.255,107.37899999999999,9.74752,30.4851,7.623760000000001,14.2426
chr2:60777604-60777605,607.631,81.6436,6.95297,10.2946,108.29,9.72772,30.4455,7.613860000000001,14.2327
chr2:60777655-60777656,676.8989999999999,95.7129,7.646039999999999,10.75,118.616,9.42574,29.7426,7.5297,13.9233
chr2:60778050-60778051,402.94599999999997,15.7203,0.992574,8.36386,86.0693,5.14109,28.4802,3.89604,3.62624
chr2:60778135-60778136,397.015,12.1559,0.324257,7.2203,78.3985,6.33416,25.5495,6.27475,4.01733
chr2:60779039-60779040,210.864,3.6905900000000003,1.42079,8.82178,53.4901,7.49257,21.9604,9.00495,4.42822
chr2:60779040-60779041,210.683,3.7079199999999997,1.42822,8.82673,53.4901,7.50495,21.9752,8.992569999999999,4.42327
chr2:60779041-60779042,210.502,3.72525,1.43564,8.83168,53.4901,7.51733,21.9901,8.9802,4.41832
chr2:60779043-60779044,210.141,3.7599,1.4505,8.84158,53.4901,7.54208,22.0198,8.95545,4.40842
chr2:60779289-60779290,51.9431,8.0198,4.29455,7.55198,45.0941,6.32921,14.6213,5.55446,3.84406
chr2:60779295-60779296,49.8787,7.79703,4.33911,7.52228,44.8267,6.28465,14.4134,5.52475,3.9331699999999996
chr2:60779310-60779311,46.1634,7.0396,4.40099,7.339110000000001,43.6931,6.06188,13.8787,5.52723,4.31931
chr2:60780722-60780723,290.327,12.3589,9.79208,5.5396,76.1015,5.14109,23.9406,7.25,4.30693
chr2:60780726-60780727,302.861,12.3787,10.2178,5.67822,76.8243,5.12129,24.1287,7.44802,4.31683
chr2:60780755-60780756,391.119,12.3243,13.0842,6.66832,81.4307,5.05693,25.2871,8.77723,4.38861
chr2:60780758-60780759,398.463,12.2351,13.2624,6.75743,81.6015,5.08663,25.3094,8.85891,4.39604
chr2:60780767-60780768,420.495,11.9678,13.797,7.02475,82.1139,5.17574,25.3762,9.10396,4.41832
chr2:60780770-60780771,427.839,11.8787,13.9752,7.113860000000001,82.2847,5.20545,25.3985,9.18564,4.42574
chr2:60780781-60780782,454.767,11.552,14.6287,7.440589999999999,82.9109,5.31436,25.4802,9.48515,4.45297
chr2:60781330-60781331,254.356,8.56188,7.92822,7.829210000000001,36.1064,5.42822,11.6609,6.25495,4.7599
chr2:60781331-60781332,254.361,8.58416,7.93812,7.844060000000001,36.1015,5.43812,11.6213,6.26733,4.78465
chr2:60781453-60781454,245.562,12.6881,7.054460000000001,7.72277,41.802,4.89851,11.8243,8.32426,8.10891
chr2:60781456-60781457,246.304,12.7401,6.99505,7.7005,41.9505,4.81683,11.8837,8.38366,8.10149
chr2:60782264-60782265,499.2,64.2822,7.49257,7.04455,49.1832,9.242569999999999,34.495,14.2946,11.1287
chr2:60782353-60782354,746.29,73.6832,9.86386,9.23762,54.0446,12.0594,40.9802,16.1312,11.2129
chr2:60782354-60782355,746.505,73.5396,9.86139,9.267330000000001,54.0272,12.0767,40.9455,16.1337,11.203
chr2:60782364-60782365,748.658,72.104,9.83663,9.56436,53.854,12.25,40.599000000000004,16.1584,11.104000000000001
chr2:60782365-60782366,748.8739999999999,71.9604,9.83416,9.59406,53.8366,12.2673,40.5644,16.1609,11.0941
chr2:60782751-60782752,243.483,16.849,5.49752,6.861389999999999,31.6287,7.20792,19.3861,11.8391,7.373760000000001
chr2:60783489-60783490,13.2946,9.16832,2.66089,6.02723,12.7178,5.38861,8.15347,9.03465,3.8415800000000004
chr2:60783499-60783500,13.9629,9.242569999999999,2.51238,6.00248,12.8663,5.61139,8.47525,9.232669999999999,3.9901
chr2:60783500-60783501,14.0446,9.242569999999999,2.50248,6.0,12.8886,5.64851,8.517330000000001,9.24752,4.00743
chr2:60783501-60783502,14.1188,9.23515,2.50248,6.0,12.9084,5.68069,8.54208,9.24752,4.0198
chr2:60783551-60783552,17.7772,8.86386,2.53713,5.99505,13.8861,7.28218,9.75495,9.21287,4.61881
chr2:60783552-60783553,17.7946,8.85644,2.55693,5.99257,13.8936,7.30198,9.7599,9.19307,4.61634
chr2:60783580-60783581,18.2797,8.64851,3.11139,5.92327,14.1015,7.856439999999999,9.89851,8.63861,4.54703
chr2:60783583-60783584,18.3317,8.62624,3.17079,5.91584,14.1238,7.915839999999999,9.91337,8.57921,4.5396
chr2:60783588-60783589,18.4183,8.58911,3.2698,5.9034699999999996,14.1609,8.01485,9.93812,8.4802,4.52723
chr2:60783591-60783592,18.4703,8.56683,3.32921,5.89604,14.1832,8.07426,9.95297,8.42079,4.5198
chr2:60783597-60783598,18.5743,8.52228,3.4480199999999996,5.88119,14.2277,8.19307,9.982669999999999,8.30198,4.50495
chr2:60784361-60784362,185.79,9.59653,5.2896,8.84406,52.9703,16.5569,19.6757,4.71535,5.37376
chr2:60784364-60784365,190.535,9.58911,5.36386,8.96287,53.2822,16.5718,19.8168,4.73762,5.37376
chr2:60784411-60784412,255.24,9.5297,6.27475,11.0149,57.5099,16.6609,21.8465,5.26238,5.25743
chr2:60784460-60784461,276.485,9.732669999999999,6.16089,13.6015,58.599,15.9975,22.8045,6.39109,4.74257
chr2:60784637-60784638,91.0248,10.5941,3.75,12.8812,32.3441,12.4678,13.3218,7.0965300000000004,5.71535
chr2:60784639-60784640,89.4703,10.5792,3.7302,12.7822,32.0569,12.453,13.2327,7.06188,5.7401
chr2:60784641-60784642,87.9158,10.5644,3.7104,12.6832,31.7698,12.4381,13.1436,7.02723,5.76485
chr2:60784646-60784647,84.0297,10.5272,3.66089,12.4356,31.052,12.401,12.9208,6.940589999999999,5.82673
chr2:60784647-60784648,83.2525,10.5198,3.65099,12.3861,30.9084,12.3936,12.8762,6.92327,5.83911
chr2:60784694-60784695,65.9307,9.83416,2.84901,10.146,27.6262,12.0446,12.8688,6.32178,5.98515
chr2:60784709-60784710,61.1683,9.55693,2.63119,9.58911,26.8391,11.802,12.9901,6.17822,6.0
chr2:60784722-60784723,57.3713,9.2995,2.4703,9.20297,26.2921,11.5446,13.151,6.08168,6.0
chr2:60784723-60784724,57.0792,9.2797,2.45792,9.17327,26.25,11.5248,13.1634,6.07426,6.0
chr2:60788099-60788100,166.257,56.8886,0.876238,9.60644,17.2624,6.98267,13.9901,5.11634,4.25743
chr2:60792761-60792762,103.76700000000001,56.2946,0.9628709999999999,1.50248,9.50248,5.7302,7.45792,2.58911,3.9232699999999996
chr2:60792771-60792772,108.29700000000001,58.052,1.0371299999999999,1.50248,9.50248,5.92822,7.2104,2.66337,4.07178
chr2:60792845-60792846,118.243,61.6213,1.70297,1.8391099999999998,10.0668,6.49752,5.48267,3.7821800000000003,4.49752
chr2:60809100-60809101,433.597,166.908,2.36139,5.75495,30.505,6.888610000000001,23.995,10.3465,11.0074
chr2:60809103-60809104,430.93800000000005,167.361,2.3094099999999997,5.77723,30.5495,6.96287,23.995,10.2351,11.052
chr2:60809104-60809105,430.05199999999996,167.512,2.29208,5.78465,30.5644,6.98762,23.995,10.198,11.0668
chr2:60816413-60816414,40.7401,5.20545,1.11386,8.84158,11.0767,9.732669999999999,9.88614,4.21287,1.25
chr2:60816421-60816422,42.4233,5.10644,1.03465,8.82178,11.1955,10.0891,9.96535,4.19307,1.25
chr2:60816475-60816476,48.0248,4.43069,0.49505,8.62129,10.9802,11.6262,10.2475,3.8069300000000004,1.12129
chr2:60816482-60816483,47.9035,4.34406,0.42574300000000004,8.58663,10.8069,11.6955,10.2475,3.7203,1.08663
chr2:60816483-60816484,47.8861,4.33168,0.415842,8.58168,10.7822,11.7054,10.2475,3.7079199999999997,1.08168
