0,be58cf76d97b-1440317_H3K27ac_H2_D3.all,83c5ee70b54c-Hudep2_ATAC,ff172dc44bae-1686607_H2_ABEmax_RNAseq.all,a5827a3aed28-Hudep2_D3_merged_CTCF.all,0e736a158439-Hudep2_BCL11A,f4de4caca3a7-1440315_H3K27me3_H2_D3.all,9c840e19bbed-Hudep2_D0_GATA1.all,f0663efdfef9-HUDEP2_LRF_CHIP,50d97c7d24d1-1788283_H2_ABEmax.all,7f7f32ae893c-Hudep2_D3_merged_GATA1.all,239c569c6374-Hudep2_D3_merged_KLF1.all,6af40841b8aa-1440311_H3K9me3_H2_D3.all,b9695d26860d-Hudep2_D3_merged_LDB1.all,188da58c07d8-1440307_H3K4me1_H2_D3.all,5f7c070fdda9-Hudep2_D3_merged_TAL1.all,35630c3a763e-1440313_H3K9ac_H2_D3.all,5ce8a22e939d-1440319_H3K36me3_H2_D3.all,0bf9f8a97328-1440309_H3K4me3_H2_D3.all
chr11:5263541-5263542,11.75,78.25,518.75,8.0,8.0,1.0,9.5,13.75,673.5,17.0,7.5,1.25,15.75,6.5,10.0,3.25,4.25,15.75
chr11:5263542-5263543,11.75,78.25,518.75,8.0,8.0,1.0,9.5,13.75,673.5,17.0,7.5,1.25,15.75,6.5,10.0,3.25,4.25,15.75
chr11:5263598-5263599,9.70455,79.3636,145.636,7.409089999999999,8.409089999999999,1.15909,9.727269999999999,12.9773,197.18200000000002,17.75,8.70455,1.59091,13.5909,5.81818,10.5909,2.75,5.52273,14.0682
chr11:5263610-5263611,8.75,74.75,10.25,7.25,8.25,1.0,9.25,12.5,24.25,17.75,9.5,1.75,12.0,5.5,10.75,2.75,7.75,13.75
chr11:5263621-5263622,8.75,74.75,10.25,7.25,8.25,1.0,9.25,12.5,24.25,17.75,9.5,1.75,12.0,5.5,10.75,2.75,7.75,13.75
chr11:5263624-5263625,8.75,74.75,10.25,7.25,8.25,1.0,9.25,12.5,24.25,17.75,9.5,1.75,12.0,5.5,10.75,2.75,7.75,13.75
chr11:5264340-5264341,24.0,67.25,473.25,3.0,4.75,2.25,4.25,11.0,560.0,2.0,8.0,1.5,8.0,4.75,5.5,4.5,6.75,25.0
chr11:5264375-5264376,22.0,90.5,704.25,3.5,5.75,2.0,4.25,11.75,802.75,2.0,9.0,1.25,7.75,4.5,5.5,5.25,7.0,25.25
chr11:5264384-5264385,22.0,90.5,704.25,3.5,5.75,2.0,4.25,11.75,802.75,2.0,9.0,1.25,7.75,4.5,5.5,5.25,7.0,25.25
chr11:5264411-5264412,19.25,107.0,979.0,5.0,6.5,2.5,4.25,13.25,1112.25,2.75,9.5,0.5,7.0,4.25,4.5,6.0,6.5,22.75
chr11:5264421-5264422,19.25,107.0,979.0,5.0,6.5,2.5,4.25,13.25,1112.25,2.75,9.5,0.5,7.0,4.25,4.5,6.0,6.5,22.75
chr11:5264761-5264762,16.25,95.25,935.75,6.0,4.25,3.0,5.0,16.75,1164.25,4.0,10.75,2.75,4.75,6.25,2.25,11.25,8.0,16.0
chr11:5264805-5264806,16.75,117.5,815.25,7.25,3.25,2.75,4.0,18.0,1019.75,4.0,9.25,2.0,5.75,5.75,3.5,10.0,5.5,14.75
chr11:5265117-5265118,16.5,45.5,0.0,5.25,2.75,1.75,6.0,10.5,2.5,3.25,3.0,3.5,7.75,8.25,3.25,6.5,2.0,15.0
chr11:5265129-5265130,16.5,45.5,0.0,5.25,2.75,1.75,6.0,10.5,2.5,3.25,3.0,3.5,7.75,8.25,3.25,6.5,2.0,15.0
chr11:5265161-5265162,16.0,31.75,0.0,5.0,1.5,1.5,5.5,9.25,1.5,4.25,3.25,3.25,7.75,8.0,4.0,7.0,2.0,14.25
chr11:5265168-5265169,16.0,31.75,0.0,5.0,1.5,1.5,5.5,9.25,1.5,4.25,3.25,3.25,7.75,8.0,4.0,7.0,2.0,14.25
chr11:5265169-5265170,16.0,31.75,0.0,5.0,1.5,1.5,5.5,9.25,1.5,4.25,3.25,3.25,7.75,8.0,4.0,7.0,2.0,14.25
chr11:5265172-5265173,16.0,31.75,0.0,5.0,1.5,1.5,5.5,9.25,1.5,4.25,3.25,3.25,7.75,8.0,4.0,7.0,2.0,14.25
chr11:5265967-5265968,9.75,525.75,1.25,5.75,21.75,2.0,27.0,18.5,0.25,56.5,26.75,0.5,22.25,7.5,20.75,6.5,1.0,10.5
chr11:5265968-5265969,9.75,525.75,1.25,5.75,21.75,2.0,27.0,18.5,0.25,56.5,26.75,0.5,22.25,7.5,20.75,6.5,1.0,10.5
chr11:5265970-5265971,9.75,525.75,1.25,5.75,21.75,2.0,27.0,18.5,0.25,56.5,26.75,0.5,22.25,7.5,20.75,6.5,1.0,10.5
chr11:5265973-5265974,9.75,525.75,1.25,5.75,21.75,2.0,27.0,18.5,0.25,56.5,26.75,0.5,22.25,7.5,20.75,6.5,1.0,10.5
chr11:5265975-5265976,9.75,525.75,1.25,5.75,21.75,2.0,27.0,18.5,0.25,56.5,26.75,0.5,22.25,7.5,20.75,6.5,1.0,10.5
chr11:5266009-5266010,10.5,711.25,1.75,6.25,27.0,1.5,28.75,16.0,0.0,65.25,28.25,1.25,26.25,9.0,24.25,5.75,1.75,11.5
chr11:5266055-5266056,11.5,823.25,2.25,8.0,25.0,0.5,30.25,16.75,0.0,68.5,27.25,1.75,26.75,12.75,27.25,7.0,2.5,14.75
chr11:5266065-5266066,11.5,823.25,2.25,8.0,25.0,0.5,30.25,16.75,0.0,68.5,27.25,1.75,26.75,12.75,27.25,7.0,2.5,14.75
chr11:5266067-5266068,11.5,823.25,2.25,8.0,25.0,0.5,30.25,16.75,0.0,68.5,27.25,1.75,26.75,12.75,27.25,7.0,2.5,14.75
chr11:5266509-5266510,13.75,21.75,5.25,3.5,4.25,1.25,13.5,12.75,1.25,8.25,10.75,1.5,8.25,9.75,5.0,8.5,0.5,7.0
chr11:5266510-5266511,13.75,21.75,5.25,3.5,4.25,1.25,13.5,12.75,1.25,8.25,10.75,1.5,8.25,9.75,5.0,8.5,0.5,7.0
chr11:5266511-5266512,13.75,21.75,5.25,3.5,4.25,1.25,13.5,12.75,1.25,8.25,10.75,1.5,8.25,9.75,5.0,8.5,0.5,7.0
chr11:5266557-5266558,9.75,23.5,5.25,3.5,3.5,1.5,13.75,13.0,1.25,8.0,11.75,1.5,6.25,10.25,4.0,7.25,0.5,6.25
chr11:5296477-5296478,33.0,9.5,0.0,10.25,2.5,1.75,7.5,9.75,1.25,3.75,14.0,4.0,10.75,9.75,6.0,8.25,8.5,16.75
chr11:5296526-5296527,38.75,12.25,0.0,12.5,2.75,2.0,8.0,12.5,1.5,4.25,16.0,3.75,13.0,9.75,8.0,9.25,9.5,17.75
chr11:5296537-5296538,38.75,12.25,0.0,12.5,2.75,2.0,8.0,12.5,1.5,4.25,16.0,3.75,13.0,9.75,8.0,9.25,9.5,17.75
chr11:5297162-5297163,39.0,1121.5,1.25,21.75,62.75,1.25,80.0,49.75,3.25,204.5,86.25,1.75,50.5,6.25,70.5,10.75,3.25,25.25
chr11:5297168-5297169,39.0,1121.5,1.25,21.75,62.75,1.25,80.0,49.75,3.25,204.5,86.25,1.75,50.5,6.25,70.5,10.75,3.25,25.25
chr11:5297170-5297171,39.0,1121.5,1.25,21.75,62.75,1.25,80.0,49.75,3.25,204.5,86.25,1.75,50.5,6.25,70.5,10.75,3.25,25.25
chr11:5297171-5297172,39.0,1121.5,1.25,21.75,62.75,1.25,80.0,49.75,3.25,204.5,86.25,1.75,50.5,6.25,70.5,10.75,3.25,25.25
chr11:5297172-5297173,39.0,1121.5,1.25,21.75,62.75,1.25,80.0,49.75,3.25,204.5,86.25,1.75,50.5,6.25,70.5,10.75,3.25,25.25
chr11:5297273-5297274,30.5,1315.25,0.75,26.5,67.75,3.0,76.75,40.5,4.5,182.0,76.75,0.75,51.75,8.25,61.0,10.0,1.5,22.75
chr11:5297274-5297275,30.5,1315.25,0.75,26.5,67.75,3.0,76.75,40.5,4.5,182.0,76.75,0.75,51.75,8.25,61.0,10.0,1.5,22.75
chr11:5302001-5302002,36.4545,1608.09,0.0,24.8864,142.477,0.909091,77.9545,69.0227,0.0,129.841,563.182,1.0,206.136,8.272730000000001,146.93200000000002,14.1818,2.59091,12.2727
chr11:5302474-5302475,37.75,45.75,2.5,8.5,3.0,0.25,9.75,16.75,0.0,4.75,26.5,2.25,15.75,11.0,7.25,7.0,1.75,5.0
chr11:5302483-5302484,37.75,45.75,2.5,8.5,3.0,0.25,9.75,16.75,0.0,4.75,26.5,2.25,15.75,11.0,7.25,7.0,1.75,5.0
chr11:5302494-5302495,37.75,45.75,2.5,8.5,3.0,0.25,9.75,16.75,0.0,4.75,26.5,2.25,15.75,11.0,7.25,7.0,1.75,5.0
chr11:5302519-5302520,39.75,36.75,2.0,6.5,3.25,0.75,9.0,15.0,0.0,4.0,20.0,2.25,13.5,11.5,6.0,7.5,1.75,4.0
chr11:5302520-5302521,39.75,36.75,2.0,6.5,3.25,0.75,9.0,15.0,0.0,4.0,20.0,2.25,13.5,11.5,6.0,7.5,1.75,4.0
chr11:5302521-5302522,39.75,36.75,2.0,6.5,3.25,0.75,9.0,15.0,0.0,4.0,20.0,2.25,13.5,11.5,6.0,7.5,1.75,4.0
chr11:5302522-5302523,39.75,36.75,2.0,6.5,3.25,0.75,9.0,15.0,0.0,4.0,20.0,2.25,13.5,11.5,6.0,7.5,1.75,4.0
chr11:5302555-5302556,41.0,27.25,1.75,5.5,3.0,1.5,10.0,13.5,0.0,3.75,17.75,1.75,11.5,11.25,6.75,7.75,2.0,4.75
chr11:5302558-5302559,41.0,27.25,1.75,5.5,3.0,1.5,10.0,13.5,0.0,3.75,17.75,1.75,11.5,11.25,6.75,7.75,2.0,4.75
chr11:5302560-5302561,41.0,27.25,1.75,5.5,3.0,1.5,10.0,13.5,0.0,3.75,17.75,1.75,11.5,11.25,6.75,7.75,2.0,4.75
chr11:5302561-5302562,41.0,27.25,1.75,5.5,3.0,1.5,10.0,13.5,0.0,3.75,17.75,1.75,11.5,11.25,6.75,7.75,2.0,4.75
chr11:5302569-5302570,41.0,27.25,1.75,5.5,3.0,1.5,10.0,13.5,0.0,3.75,17.75,1.75,11.5,11.25,6.75,7.75,2.0,4.75
chr11:5305317-5305318,43.75,18.25,0.75,8.75,1.0,0.5,9.5,16.0,4.75,6.5,17.5,2.0,12.5,10.5,10.5,13.75,2.75,14.5
chr11:5305368-5305369,48.5,21.75,0.75,9.5,0.75,0.75,12.0,17.75,7.5,6.25,18.25,2.75,12.25,9.5,10.0,13.5,4.0,14.0
chr11:5305404-5305405,54.4091,25.1591,0.522727,9.5,0.522727,0.977273,13.5909,20.7045,9.090910000000001,6.93182,19.1591,2.97727,12.4773,8.81818,9.54545,14.4091,4.68182,15.3636
chr11:5305405-5305406,55.0,25.5,0.5,9.5,0.5,1.0,13.75,21.0,9.25,7.0,19.25,3.0,12.5,8.75,9.5,14.5,4.75,15.5
chr11:5305406-5305407,55.0,25.5,0.5,9.5,0.5,1.0,13.75,21.0,9.25,7.0,19.25,3.0,12.5,8.75,9.5,14.5,4.75,15.5
chr11:5305407-5305408,55.0,25.5,0.5,9.5,0.5,1.0,13.75,21.0,9.25,7.0,19.25,3.0,12.5,8.75,9.5,14.5,4.75,15.5
chr11:5305408-5305409,55.0,25.5,0.5,9.5,0.5,1.0,13.75,21.0,9.25,7.0,19.25,3.0,12.5,8.75,9.5,14.5,4.75,15.5
chr11:5305409-5305410,55.0,25.5,0.5,9.5,0.5,1.0,13.75,21.0,9.25,7.0,19.25,3.0,12.5,8.75,9.5,14.5,4.75,15.5
chr11:5305410-5305411,55.0,25.5,0.5,9.5,0.5,1.0,13.75,21.0,9.25,7.0,19.25,3.0,12.5,8.75,9.5,14.5,4.75,15.5
chr11:5306054-5306055,43.4545,2504.82,0.227273,23.1591,200.727,1.45455,186.386,90.5682,0.5,414.88599999999997,376.773,2.34091,201.75,6.77273,314.27299999999997,10.2273,2.29545,17.9318
chr11:5306056-5306057,43.25,2473.25,0.25,23.0,198.0,1.5,185.5,90.5,0.5,414.0,377.0,2.25,201.25,6.75,313.25,10.25,2.25,17.75
chr11:5306066-5306067,43.25,2473.25,0.25,23.0,198.0,1.5,185.5,90.5,0.5,414.0,377.0,2.25,201.25,6.75,313.25,10.25,2.25,17.75
chr11:5308987-5308988,46.25,68.25,7.0,5.0,2.0,0.75,9.5,21.0,5.75,8.75,17.5,4.0,12.25,11.75,9.25,16.0,3.25,18.25
chr11:5308996-5308997,45.3409,67.75,6.863639999999999,5.40909,2.22727,0.704545,9.95455,21.2273,5.79545,9.11364,18.1364,3.72727,12.0682,11.5227,9.93182,16.1364,3.34091,18.5227
chr11:5308997-5308998,44.8864,67.5,6.79545,5.61364,2.34091,0.681818,10.1818,21.3409,5.81818,9.29545,18.4545,3.59091,11.9773,11.4091,10.2727,16.2045,3.38636,18.6591
chr11:5309024-5309025,41.25,65.5,6.25,7.25,3.25,0.5,12.0,22.25,6.0,10.75,21.0,2.5,11.25,10.5,13.0,16.75,3.75,19.75
chr11:5309026-5309027,41.25,65.5,6.25,7.25,3.25,0.5,12.0,22.25,6.0,10.75,21.0,2.5,11.25,10.5,13.0,16.75,3.75,19.75
chr11:5309027-5309028,41.25,65.5,6.25,7.25,3.25,0.5,12.0,22.25,6.0,10.75,21.0,2.5,11.25,10.5,13.0,16.75,3.75,19.75
chr11:5309033-5309034,41.25,65.5,6.25,7.25,3.25,0.5,12.0,22.25,6.0,10.75,21.0,2.5,11.25,10.5,13.0,16.75,3.75,19.75
chr11:5309041-5309042,41.25,65.5,6.25,7.25,3.25,0.5,12.0,22.25,6.0,10.75,21.0,2.5,11.25,10.5,13.0,16.75,3.75,19.75
chr11:5309043-5309044,41.25,65.5,6.25,7.25,3.25,0.5,12.0,22.25,6.0,10.75,21.0,2.5,11.25,10.5,13.0,16.75,3.75,19.75
chr11:5309048-5309049,39.4318,63.5,5.70455,8.159089999999999,3.34091,0.590909,13.2727,22.3409,6.09091,12.2045,22.3636,2.22727,11.5227,10.0455,14.0,17.1136,3.9318199999999996,20.2045
chr11:5309049-5309050,38.9773,63.0,5.56818,8.38636,3.36364,0.613636,13.5909,22.3636,6.11364,12.5682,22.7045,2.15909,11.5909,9.93182,14.25,17.2045,3.97727,20.3182
chr11:5309051-5309052,38.0682,62.0,5.29545,8.840910000000001,3.40909,0.659091,14.2273,22.4091,6.15909,13.2955,23.3864,2.02273,11.7273,9.70455,14.75,17.3864,4.06818,20.5455
chr11:5309426-5309427,43.5,946.0,2.25,22.75,66.75,2.25,112.5,34.0,4.5,263.25,123.75,2.5,108.75,14.0,161.5,16.5,3.0,19.75
chr11:5309515-5309516,48.25,1725.25,0.5,27.5,115.0,3.25,140.75,40.25,1.75,325.0,143.25,3.5,124.0,12.25,197.0,13.75,2.5,16.0
chr11:5312637-5312638,14.75,290.5,0.0,120.5,8.5,1.5,10.5,22.25,0.0,5.25,15.5,1.75,13.5,11.5,8.5,6.25,1.5,11.25
chr11:5312647-5312648,14.3409,308.159,0.0,126.84100000000001,8.56818,1.43182,10.0909,22.9318,0.0,5.79545,15.8409,1.75,13.4318,11.0227,8.5,6.18182,1.43182,11.1136
chr11:5319062-5319063,8.5,144.5,0.0,6.5,12.75,1.5,17.25,13.5,0.0,14.25,11.0,1.0,14.5,7.25,6.5,4.25,2.25,8.25
chr11:5319067-5319068,8.5,144.5,0.0,6.5,12.75,1.5,17.25,13.5,0.0,14.25,11.0,1.0,14.5,7.25,6.5,4.25,2.25,8.25
chr11:5319069-5319070,8.5,144.5,0.0,6.5,12.75,1.5,17.25,13.5,0.0,14.25,11.0,1.0,14.5,7.25,6.5,4.25,2.25,8.25
chr11:5319105-5319106,7.75,154.75,0.0,6.5,11.75,2.25,16.25,12.75,0.0,15.75,11.25,1.0,12.5,5.25,5.5,5.25,2.5,7.25
chr11:5319291-5319292,8.0,80.5,0.0,6.25,3.25,2.75,6.25,15.25,0.0,15.0,10.75,0.5,9.25,2.75,7.5,5.5,2.25,9.25
chr11:5319302-5319303,8.909089999999999,85.2273,0.0,6.613639999999999,3.06818,2.20455,5.70455,15.7955,0.0,13.3636,11.2955,0.8636360000000001,7.613639999999999,3.65909,7.5,4.59091,2.25,9.61364
chr11:5319303-5319304,9.022730000000001,85.8182,0.0,6.659089999999999,3.04545,2.13636,5.63636,15.8636,0.0,13.1591,11.3636,0.909091,7.409089999999999,3.77273,7.5,4.47727,2.25,9.659089999999999
chr11:5319417-5319418,14.75,96.75,0.0,6.25,3.75,2.25,5.0,15.75,0.0,7.25,11.0,2.0,3.5,7.5,4.75,3.5,2.25,6.0
chr11:5325062-5325063,7.25,819.25,0.0,9.5,19.0,0.75,99.25,22.5,0.0,86.25,43.75,3.0,41.75,4.25,27.75,6.25,3.0,2.0
chr11:5325063-5325064,7.25,819.25,0.0,9.5,19.0,0.75,99.25,22.5,0.0,86.25,43.75,3.0,41.75,4.25,27.75,6.25,3.0,2.0
chr11:5325065-5325066,7.25,819.25,0.0,9.5,19.0,0.75,99.25,22.5,0.0,86.25,43.75,3.0,41.75,4.25,27.75,6.25,3.0,2.0
chr11:5325094-5325095,7.25,819.25,0.0,9.5,19.0,0.75,99.25,22.5,0.0,86.25,43.75,3.0,41.75,4.25,27.75,6.25,3.0,2.0
chr11:5325104-5325105,8.38636,651.068,0.0,9.272730000000001,16.2727,0.295455,90.6136,22.7273,0.0,77.6136,41.25,2.77273,40.1591,4.93182,27.2955,7.159089999999999,3.0,2.68182
chr11:5325129-5325130,8.5,634.25,0.0,9.25,16.0,0.25,89.75,22.75,0.0,76.75,41.0,2.75,40.0,5.0,27.25,7.25,3.0,2.75
chr11:5325130-5325131,8.5,634.25,0.0,9.25,16.0,0.25,89.75,22.75,0.0,76.75,41.0,2.75,40.0,5.0,27.25,7.25,3.0,2.75
chr11:5330269-5330270,6.5,29.5,0.0,6.75,1.5,1.25,6.75,8.0,0.0,10.5,5.5,1.0,9.75,4.75,4.5,2.5,2.75,1.5
chr11:5369965-5369966,1.25,429.25,0.0,4.25,6.0,1.75,12.25,30.25,0.0,12.0,16.75,5.75,10.5,7.0,5.5,4.0,1.75,5.25
chr11:5369977-5369978,1.25,429.25,0.0,4.25,6.0,1.75,12.25,30.25,0.0,12.0,16.75,5.75,10.5,7.0,5.5,4.0,1.75,5.25
chr11:5369979-5369980,1.25,429.25,0.0,4.25,6.0,1.75,12.25,30.25,0.0,12.0,16.75,5.75,10.5,7.0,5.5,4.0,1.75,5.25
chr11:5374672-5374673,2.75,28.0,0.0,2.5,1.75,1.75,5.0,12.25,0.0,2.0,3.75,0.0,4.5,5.25,0.75,3.0,0.5,3.0
chr11:5374683-5374684,2.75,28.0,0.0,2.5,1.75,1.75,5.0,12.25,0.0,2.0,3.75,0.0,4.5,5.25,0.75,3.0,0.5,3.0
chr11:5391290-5391291,4.25,256.0,0.0,117.25,3.0,1.25,14.5,24.25,0.0,11.25,19.75,1.75,10.0,6.5,6.0,3.25,2.25,4.5
chr11:5391293-5391294,4.25,256.0,0.0,117.25,3.0,1.25,14.5,24.25,0.0,11.25,19.75,1.75,10.0,6.5,6.0,3.25,2.25,4.5
chr11:5391300-5391301,4.52273,253.81799999999998,0.0,125.023,2.72727,0.977273,13.2727,25.6136,0.0,12.0682,19.8864,1.61364,9.727269999999999,6.36364,5.86364,3.65909,2.11364,3.95455
chr11:5402129-5402130,6.75,202.0,0.0,79.0,6.5,3.0,9.25,18.5,0.0,7.0,11.75,1.0,7.75,3.0,4.25,5.25,1.25,1.25
chr11:5402137-5402138,6.75,202.0,0.0,79.0,6.5,3.0,9.25,18.5,0.0,7.0,11.75,1.0,7.75,3.0,4.25,5.25,1.25,1.25
chr11:5402196-5402197,8.0,245.955,0.0,88.75,6.27273,2.36364,9.909089999999999,18.7045,0.0,5.77273,11.9773,1.04545,6.95455,3.9318199999999996,3.27273,4.45455,1.15909,0.909091
chr11:5402198-5402199,8.0,242.40900000000002,0.0,87.75,6.04545,2.22727,9.81818,18.6591,0.0,5.54545,11.7045,1.09091,6.909089999999999,4.11364,3.04545,4.40909,1.06818,0.818182
chr11:5402207-5402208,8.0,230.0,0.0,84.25,5.25,1.75,9.5,18.5,0.0,4.75,10.75,1.25,6.75,4.75,2.25,4.25,0.75,0.5
chr11:5497629-5497630,3.0,98.5,0.0,67.0,0.25,1.5,8.25,17.75,0.0,4.0,7.0,1.0,12.25,4.25,6.0,1.5,1.25,1.75
chr11:5497655-5497656,2.75,103.75,0.0,64.5,0.75,2.0,6.25,19.25,0.0,3.75,8.0,1.0,14.0,3.5,6.5,1.5,1.25,1.5
chr11:5497670-5497671,2.75,103.75,0.0,64.5,0.75,2.0,6.25,19.25,0.0,3.75,8.0,1.0,14.0,3.5,6.5,1.5,1.25,1.5
chr11:5497673-5497674,2.75,103.75,0.0,64.5,0.75,2.0,6.25,19.25,0.0,3.75,8.0,1.0,14.0,3.5,6.5,1.5,1.25,1.5
chr11:5497690-5497691,2.75,103.75,0.0,64.5,0.75,2.0,6.25,19.25,0.0,3.75,8.0,1.0,14.0,3.5,6.5,1.5,1.25,1.5
chr11:5497691-5497692,2.75,103.75,0.0,64.5,0.75,2.0,6.25,19.25,0.0,3.75,8.0,1.0,14.0,3.5,6.5,1.5,1.25,1.5
chr11:5552459-5552460,2.25,13.5,0.0,3.25,1.5,1.5,0.75,1.25,0.0,8.5,1.0,0.5,2.75,3.25,3.0,1.0,0.0,0.5
chr11:5552460-5552461,2.25,13.5,0.0,3.25,1.5,1.5,0.75,1.25,0.0,8.5,1.0,0.5,2.75,3.25,3.0,1.0,0.0,0.5
chr11:5602227-5602228,2.0,15.5,0.5,4.75,1.5,0.0,1.75,6.25,0.0,1.25,5.75,0.0,3.5,2.75,3.0,0.75,2.0,1.0
chr11:5602230-5602231,2.0,15.5,0.5,4.75,1.5,0.0,1.75,6.25,0.0,1.25,5.75,0.0,3.5,2.75,3.0,0.75,2.0,1.0
chr11:5602231-5602232,2.0,15.5,0.5,4.75,1.5,0.0,1.75,6.25,0.0,1.25,5.75,0.0,3.5,2.75,3.0,0.75,2.0,1.0
chr11:5602262-5602263,1.25,28.0,0.75,3.75,1.5,0.25,3.5,6.75,0.0,1.25,6.75,0.0,4.0,2.75,3.0,0.75,2.0,0.75
chr11:5602308-5602309,1.25,39.25,0.75,2.5,1.25,1.0,5.5,6.75,0.0,1.75,7.5,0.0,4.0,2.5,3.0,0.75,1.5,1.0
chr11:5602341-5602342,1.25,39.25,0.75,2.5,1.25,1.0,5.5,6.75,0.0,1.75,7.5,0.0,4.0,2.5,3.0,0.75,1.5,1.0
chr11:5602344-5602345,1.25,39.25,0.75,2.5,1.25,1.0,5.5,6.75,0.0,1.75,7.5,0.0,4.0,2.5,3.0,0.75,1.5,1.0
chr11:5602346-5602347,1.25,40.1136,0.704545,2.36364,1.29545,1.04545,5.72727,6.840910000000001,0.0,1.8863599999999998,7.5,0.0909091,3.86364,2.54545,2.95455,0.75,1.36364,1.0
chr11:5602348-5602349,1.25,40.9773,0.659091,2.22727,1.34091,1.09091,5.95455,6.93182,0.0,2.02273,7.5,0.181818,3.72727,2.59091,2.90909,0.75,1.22727,1.0
chr11:5602354-5602355,1.25,43.5682,0.522727,1.81818,1.47727,1.22727,6.636360000000001,7.20455,0.0,2.43182,7.5,0.454545,3.3181800000000004,2.72727,2.77273,0.75,0.818182,1.0
chr11:5602375-5602376,1.25,44.0,0.5,1.75,1.5,1.25,6.75,7.25,0.0,2.5,7.5,0.5,3.25,2.75,2.75,0.75,0.75,1.0
chr11:5602377-5602378,1.25,44.0,0.5,1.75,1.5,1.25,6.75,7.25,0.0,2.5,7.5,0.5,3.25,2.75,2.75,0.75,0.75,1.0
chr11:5602379-5602380,1.25,44.0,0.5,1.75,1.5,1.25,6.75,7.25,0.0,2.5,7.5,0.5,3.25,2.75,2.75,0.75,0.75,1.0
chr11:5602387-5602388,1.25,44.0,0.5,1.75,1.5,1.25,6.75,7.25,0.0,2.5,7.5,0.5,3.25,2.75,2.75,0.75,0.75,1.0
chr11:5602394-5602395,1.25,44.0,0.5,1.75,1.5,1.25,6.75,7.25,0.0,2.5,7.5,0.5,3.25,2.75,2.75,0.75,0.75,1.0
chr11:5612971-5612972,1.0,40.25,0.0,3.5,1.25,1.5,3.75,8.5,1.5,4.5,3.75,1.0,4.25,6.5,2.25,2.5,0.5,0.5
chr11:5613011-5613012,1.75,46.25,0.0,5.25,1.75,0.75,3.0,8.5,1.0,4.5,3.25,0.75,4.75,8.25,2.5,2.25,0.25,0.5
chr11:5613018-5613019,1.75,46.25,0.0,5.25,1.75,0.75,3.0,8.5,1.0,4.5,3.25,0.75,4.75,8.25,2.5,2.25,0.25,0.5
chr11:5613019-5613020,1.75,46.25,0.0,5.25,1.75,0.75,3.0,8.5,1.0,4.5,3.25,0.75,4.75,8.25,2.5,2.25,0.25,0.5
chr11:5613021-5613022,1.75,46.25,0.0,5.25,1.75,0.75,3.0,8.5,1.0,4.5,3.25,0.75,4.75,8.25,2.5,2.25,0.25,0.5
chr11:5613022-5613023,1.75,46.25,0.0,5.25,1.75,0.75,3.0,8.5,1.0,4.5,3.25,0.75,4.75,8.25,2.5,2.25,0.25,0.5
chr11:5613023-5613024,1.75,46.25,0.0,5.25,1.75,0.75,3.0,8.5,1.0,4.5,3.25,0.75,4.75,8.25,2.5,2.25,0.25,0.5
chr11:5613025-5613026,1.75,46.25,0.0,5.25,1.75,0.75,3.0,8.5,1.0,4.5,3.25,0.75,4.75,8.25,2.5,2.25,0.25,0.5
chr11:5613026-5613027,1.75,46.25,0.0,5.25,1.75,0.75,3.0,8.5,1.0,4.5,3.25,0.75,4.75,8.25,2.5,2.25,0.25,0.5
chr11:5613029-5613030,1.75,46.25,0.0,5.25,1.75,0.75,3.0,8.5,1.0,4.5,3.25,0.75,4.75,8.25,2.5,2.25,0.25,0.5
chr11:5613030-5613031,1.75,46.25,0.0,5.25,1.75,0.75,3.0,8.5,1.0,4.5,3.25,0.75,4.75,8.25,2.5,2.25,0.25,0.5
chr11:5617936-5617937,6.75,673.0,7.25,7.5,15.25,1.25,25.75,21.25,9.5,59.5,34.0,2.5,34.25,5.75,41.5,3.5,1.5,17.75
chr11:5617945-5617946,6.79545,682.1139999999999,7.97727,7.590910000000001,16.2045,1.27273,26.3182,21.4091,10.3182,61.0,34.25,2.52273,34.9318,5.75,41.9091,3.45455,1.52273,18.0682
chr11:5617972-5617973,7.25,773.25,15.25,8.5,25.75,1.5,32.0,23.0,18.5,76.0,36.75,2.75,41.75,5.75,46.0,3.0,1.75,21.25
chr11:5617982-5617983,7.25,773.25,15.25,8.5,25.75,1.5,32.0,23.0,18.5,76.0,36.75,2.75,41.75,5.75,46.0,3.0,1.75,21.25
chr11:5618025-5618026,5.75,776.25,36.75,9.0,30.25,1.75,34.5,25.0,44.75,88.5,38.0,3.0,44.5,6.25,48.5,2.75,1.75,22.25
chr11:5618033-5618034,5.75,776.25,36.75,9.0,30.25,1.75,34.5,25.0,44.75,88.5,38.0,3.0,44.5,6.25,48.5,2.75,1.75,22.25
chr11:5618043-5618044,5.75,776.25,36.75,9.0,30.25,1.75,34.5,25.0,44.75,88.5,38.0,3.0,44.5,6.25,48.5,2.75,1.75,22.25
chr11:5618044-5618045,5.75,776.25,36.75,9.0,30.25,1.75,34.5,25.0,44.75,88.5,38.0,3.0,44.5,6.25,48.5,2.75,1.75,22.25
chr11:5618045-5618046,5.68182,766.659,39.2045,9.022730000000001,30.7045,1.75,34.3636,25.1818,47.7955,88.6818,37.8182,2.97727,44.2727,6.27273,48.5909,2.81818,1.70455,22.3636
